id;title;link
346510396;Computationally_repurposed_drugs_and_natural_products_against_RNA_dependent_RNA_polymerase_as_potential_COVID-19_therapies;https://www.researchgate.net/publication/346510396_Computationally_repurposed_drugs_and_natural_products_against_RNA_dependent_RNA_polymerase_as_potential_COVID-19_therapies
344547571;Tackling_COVID-19_Using_Remdesivir_and_Favipiravir_as_Therapeutic_Options;https://www.researchgate.net/publication/344547571_Tackling_COVID-19_Using_Remdesivir_and_Favipiravir_as_Therapeutic_Options
346555250;epurposing_the_Combination_Drug_of_Favipiravir_Hydroxychloroquine_and_Oseltamivir_as_a_Potential_Inhibitor_against_SARS-CoV-2_A_Computational_Study;https://www.researchgate.net/publication/346555250_Repurposing_the_Combination_Drug_of_Favipiravir_Hydroxychloroquine_and_Oseltamivir_as_a_Potential_Inhibitor_against_SARS-CoV-2_A_Computational_Study
348088782;The_find_of_COVID-19_vaccine_Challenges_and_opportunities;https://www.researchgate.net/publication/348088782_The_find_of_COVID-19_vaccine_Challenges_and_opportunities
344289104;Optimization_of_hydroxychloroquine_dosing_scheme_based_on_COVID-19_patients'_characteristics_a_review_of_the_literature_and_simulations;https://www.researchgate.net/publication/344289104_Optimization_of_hydroxychloroquine_dosing_scheme_based_on_COVID-19_patients'_characteristics_a_review_of_the_literature_and_simulations
346021874;Microsecond_MD_Simulation_and_Multiple-Conformation_Virtual_Screening_to_Identify_Potential_Anti-COVID-19_Inhibitors_Against_SARS-CoV-2_Main_Protease;https://www.researchgate.net/publication/346021874_Microsecond_MD_Simulation_and_Multiple-Conformation_Virtual_Screening_to_Identify_Potential_Anti-COVID-19_Inhibitors_Against_SARS-CoV-2_Main_Protease
347963749;Systematic_Review_on_the_Therapeutic_Options_for_COVID-19_Clinical_Evidence_of_Drug_Efficacy_and_Implications;https://www.researchgate.net/publication/347963749_Systematic_Review_on_the_Therapeutic_Options_for_COVID-19_Clinical_Evidence_of_Drug_Efficacy_and_Implications
344948317;Knowledge_Attitude_Practice_and_Associated_Factors_Regarding_the_Novel_Coronavirus_Disease_2019_COVID-19_Pandemic;https://www.researchgate.net/publication/344948317_Knowledge_Attitude_Practice_and_Associated_Factors_Regarding_the_Novel_Coronavirus_Disease_2019_COVID-19_Pandemic
344812517;Atuacao_do_fisioterapeuta_na_prevencao_e_tratamento_da_COVID-19_na_populacao_neonatal;https://www.researchgate.net/publication/344812517_Atuacao_do_fisioterapeuta_na_prevencao_e_tratamento_da_COVID-19_na_populacao_neonatal
344717545;Diagnosis_Challenges_Management_and_Outcome_of_Infants_Born_to_Mothers_With_COVID_19;https://www.researchgate.net/publication/344717545_Diagnosis_Challenges_Management_and_Outcome_of_Infants_Born_to_Mothers_With_COVID_19
344658498;Patologia_neurologica_in_contextul_pandemiei_SARS-CoV-2_Neurological_aspects_in_the_context_of_the_SARS-Cov-2_pandemic;https://www.researchgate.net/publication/344658498_Patologia_neurologica_in_contextul_pandemiei_SARS-CoV-2_Neurological_aspects_in_the_context_of_the_SARS-Cov-2_pandemic
346550714;COVID-19_in_pregnancy_and_the_puerperium_A_review_for_emergency_physicians;https://www.researchgate.net/publication/346550714_COVID-19_in_pregnancy_and_the_puerperium_A_review_for_emergency_physicians
344314943;Maternal_Perinatal_and_Neonatal_Outcomes_With_COVID-19_A_Multicenter_Study_of_242_Pregnancies_and_Their_248_Infant_Newborns_During_Their_First_Month_of_Life;https://www.researchgate.net/publication/344314943_Maternal_Perinatal_and_Neonatal_Outcomes_With_COVID-19_A_Multicenter_Study_of_242_Pregnancies_and_Their_248_Infant_Newborns_During_Their_First_Month_of_Life
346369389;Neonatal_Infection_Due_to_SARS-CoV-2_An_Epidemiological_Study_in_Spain;https://www.researchgate.net/publication/346369389_Neonatal_Infection_Due_to_SARS-CoV-2_An_Epidemiological_Study_in_Spain
347094293;Literatur_review_Dukungan_nutrisi_untuk_bayi_yang_lahir_dari_ibu_dengan_Covid-19;https://www.researchgate.net/publication/347094293_Literatur_review_Dukungan_nutrisi_untuk_bayi_yang_lahir_dari_ibu_dengan_Covid-19
346109015;A_Potential_Peptide_From_Soy_Cheese_Produced_Using_Lactobacillus_delbrueckii_WS4_for_Effective_Inhibition_of_SARS-CoV-2_Main_Protease_and_S1_Glycoprotein;https://www.researchgate.net/publication/346109015_A_Potential_Peptide_From_Soy_Cheese_Produced_Using_Lactobacillus_delbrueckii_WS4_for_Effective_Inhibition_of_SARS-CoV-2_Main_Protease_and_S1_Glycoprotein
344409530;Food_policy_nutrition_and_nutraceuticals_in_the_prevention_and_management_of_COVID-19_Advice_for_healthcare_professionals;https://www.researchgate.net/publication/344409530_Food_policy_nutrition_and_nutraceuticals_in_the_prevention_and_management_of_COVID-19_Advice_for_healthcare_professionals
346547633;COVID-19_in_Children_and_Neonates_A_Comprehensive_Review_Article;https://www.researchgate.net/publication/346547633_COVID-19_in_Children_and_Neonates_A_Comprehensive_Review_Article
347967988;COVID-19_in_pediatrics_The_current_knowledge_and_practice;https://www.researchgate.net/publication/347967988_COVID-19_in_pediatrics_The_current_knowledge_and_practice
344079034;The_Potential_Therapeutic_Role_of_Proton_Pump_Inhibitors_in_COVID-19_Hypotheses_Based_on_Existing_Evidences;https://www.researchgate.net/publication/344079034_The_Potential_Therapeutic_Role_of_Proton_Pump_Inhibitors_in_COVID-19_Hypotheses_Based_on_Existing_Evidences
347767144;In-Hospital_Mortality_and_Prediction_in_an_Urban_US_Population_With_COVID-19;https://www.researchgate.net/publication/347767144_In-Hospital_Mortality_and_Prediction_in_an_Urban_US_Population_With_COVID-19
346154079;The_therapeutic_importance_of_acid-base_balance;https://www.researchgate.net/publication/346154079_The_therapeutic_importance_of_acid-base_balance
343561617;Proton_Pump_Inhibitors_are_Risk_Factors_for_Viral_Infections_Even_for_COVID-19;https://www.researchgate.net/publication/343561617_Proton_Pump_Inhibitors_are_Risk_Factors_for_Viral_Infections_Even_for_COVID-19
342346478;Is_it_Possible_to_Use_Proton_Pump_Inhibitors_in_COVID-19_Treatment_and_Prophylaxis;https://www.researchgate.net/publication/342346478_Is_it_Possible_to_Use_Proton_Pump_Inhibitors_in_COVID-19_Treatment_and_Prophylaxis
347615011;Challenges_and_Opportunities_from_Targeting_Inflammatory_Responses_to_SARS-CoV-2_Infection_A_Narrative_Review;https://www.researchgate.net/publication/347615011_Challenges_and_Opportunities_from_Targeting_Inflammatory_Responses_to_SARS-CoV-2_Infection_A_Narrative_Review
344383730;Azithromycin_in_viral_infections;https://www.researchgate.net/publication/344383730_Azithromycin_in_viral_infections
343698387;A_multi-centre_open-label_two-arm_randomised_superiority_clinical_trial_of_azithromycin_versus_usual_care_in_ambulatory_COVID-19_study_protocol_for_the_ATOMIC2_trial;https://www.researchgate.net/publication/343698387_A_multi-centre_open-label_two-arm_randomised_superiority_clinical_trial_of_azithromycin_versus_usual_care_in_ambulatory_COVID-19_study_protocol_for_the_ATOMIC2_trial
340098358;Focusing_on_the_Unfolded_Protein_Response_and_Autophagy_Related_Pathways_to_Reposition_Common_Approved_Drugs_against_COVID-19;https://www.researchgate.net/publication/340098358_Focusing_on_the_Unfolded_Protein_Response_and_Autophagy_Related_Pathways_to_Reposition_Common_Approved_Drugs_against_COVID-19
342013043;Prediction_of_SARS-CoV-2_Main_Protease_Inhibitors_from_Several_Medicinal_Plant_Compounds_by_Drug_Repurposing_and_Molecular_Docking_Approach;https://www.researchgate.net/publication/342013043_Prediction_of_SARS-CoV-2_Main_Protease_Inhibitors_from_Several_Medicinal_Plant_Compounds_by_Drug_Repurposing_and_Molecular_Docking_Approach
334268421;Disease_gene_prediction_for_molecularly_uncharacterized_diseases;https://www.researchgate.net/publication/334268421_Disease_gene_prediction_for_molecularly_uncharacterized_diseases
339723243;Supervised-learning_is_an_accurate_method_for_network-based_gene_classification;https://www.researchgate.net/publication/339723243_Supervised-learning_is_an_accurate_method_for_network-based_gene_classification
344240555;Predicting_the_frequencies_of_drug_side_effects;https://www.researchgate.net/publication/344240555_Predicting_the_frequencies_of_drug_side_effects
339535951;Network_modeling_of_patients'_biomolecular_profiles_for_clinical_phenotypeoutcome_prediction;https://www.researchgate.net/publication/339535951_Network_modeling_of_patients'_biomolecular_profiles_for_clinical_phenotypeoutcome_prediction
